en_id,zh_id,label
104418,164264,1
104419,191460,1
104420,183775,1
104421,188224,1
104422,188220,1
104423,50403,1
104424,117800,0
104425,39080,0
104426,183786,1
104427,185390,1
104428,191829,1
104429,290873,0
104430,191320,0
104431,188216,0
104432,188227,0
104433,164270,1
104434,164279,0
104435,191457,1
104436,165329,1
104437,185420,0
104438,184856,1
104439,183696,1
104440,191512,1
104441,67385,1
104442,185496,0
104443,165340,1
104444,191347,1
104445,165659,1
104446,191416,1
104447,51834,1
104448,164358,1
104449,185366,1
104450,168794,1
104451,165256,1
104452,164272,1
104453,191395,1
104454,176558,0
104455,188223,0
104456,191550,1
104457,163958,0
104458,164256,1
104459,187632,1
104460,301043,0
104461,164363,1
104462,226057,0
104463,258991,1
104464,183797,1
104465,191536,1
104466,183802,1
104467,191549,1
104468,184577,1
104469,164262,1
104470,164258,0
104471,174084,1
104472,191341,0
104473,183773,1
104474,165362,1
104475,164273,1
104476,191474,1
104477,50403,0
104478,191409,1
104479,191465,0
104480,191535,1
104481,191443,1
104482,185386,1
104483,183796,1
104484,164257,1
104485,191552,1
104486,183795,1
104487,191312,1
104488,184887,1
104489,183792,1
104490,165249,0
104491,165375,1
104492,185429,1
104493,184077,1
104494,185427,1
104495,111106,0
104496,183770,1
104497,187773,1
104498,165250,0
104499,61773,0
104500,170158,1
104501,165390,1
104502,191470,1
104503,185427,0
104504,191528,1
104505,165368,0
104506,165353,0
104507,184896,1
104508,170167,1
104509,83647,0
104510,168914,1
104511,185437,0
104512,290962,1
104513,101870,0
104514,165328,0
104515,185496,1
104516,165342,1
104517,184896,0
104518,240012,0
104519,290962,0
104520,183796,0
104521,185511,0
104522,183779,1
104523,183794,0
104524,191506,0
104525,165244,1
104526,191907,1
104527,111107,0
104528,164260,1
104529,184890,1
104530,165358,0
104531,165245,1
104532,290962,0
104533,165369,1
104534,187645,0
104535,165328,1
104536,184915,1
104537,191523,1
104538,191506,0
104539,191506,0
104540,191548,0
104541,313608,0
104542,191523,0
104543,191506,1
104544,191543,1
104545,191513,1
104546,165384,1
104547,191396,1
104548,165251,1
104549,191403,0
104550,165360,1
104551,51819,1
104552,165248,1
104553,191503,1
104554,170324,1
104555,165196,1
104556,191454,1
104557,191503,0
104558,165401,1
104559,191456,0
104560,191431,0
104561,168804,0
104562,191466,1
104563,165355,1
104564,191456,1
104565,277458,0
104566,191412,0
104567,191478,1
104568,191410,0
104569,170159,1
104570,23559,0
104571,165358,1
104572,165379,1
104573,191459,1
104574,168804,1
104575,47651,0
104576,254843,1
104577,191902,1
104578,191898,1
104579,191839,1
104580,191900,1
104581,191553,0
104582,191896,1
104583,191779,1
104584,51000,1
104585,191452,1
104586,165356,0
104587,183795,0
104588,191899,1
104589,191904,1
104590,191778,1
104591,153703,0
104592,185377,1
104593,191834,1
104594,185428,1
104595,185428,0
104596,63911,0
104597,168754,1
104598,184879,1
104599,198378,1
104600,191900,0
104601,69807,0
104602,163935,1
104603,140077,0
104604,191902,0
104605,165252,1
104606,185425,1
104607,164281,1
104608,191297,1
104609,174329,1
104610,187635,1
104611,184926,1
104612,168759,1
104613,323480,0
104614,96422,1
104615,163915,1
104616,191462,0
104617,191850,1
104618,191906,1
104619,191810,1
104620,191502,1
104621,191908,1
104622,47718,0
104623,191893,1
104624,191847,0
104625,184878,1
104626,191397,0
104627,191532,1
104628,61776,0
104629,185530,0
104630,191854,1
104631,191397,0
104632,191397,1
104633,168900,1
104634,184898,1
104635,191857,1
104636,191858,1
104637,191848,1
104638,187671,1
104639,191847,0
104640,191527,1
104641,165396,1
104642,191847,1
104643,185523,0
104644,184588,1
104645,191909,1
104646,191832,1
104647,168929,1
104648,185518,0
104649,185518,0
104650,42374,0
104651,191901,1
104652,191859,0
104653,191853,1
104654,165298,1
104655,303991,0
104656,291004,0
104657,184883,1
104658,184600,0
104659,191831,1
104660,184595,0
104661,307726,0
104662,168923,1
104663,191897,1
104664,191811,1
104665,305576,0
104666,191916,1
104667,80206,0
104668,227311,0
104669,191909,0
104670,183813,1
104671,191906,0
104672,153287,0
104673,183810,1
104674,87785,0
104675,187678,1
104676,185394,0
104677,165373,1
104678,191835,1
104679,165623,1
104680,305584,1
104681,185404,0
104682,183689,0
104683,184921,1
104684,185394,0
104685,227258,1
104686,41709,0
104687,191883,0
104688,191866,1
104689,124169,0
104690,191905,0
104691,259269,1
104692,191863,1
104693,191876,1
104694,191314,1
104695,191867,1
104696,165243,0
104697,185398,1
104698,187779,1
104699,191875,1
104700,226089,1
104701,165191,1
104702,184568,0
104703,191883,1
104704,311380,0
104705,191872,1
104706,165380,1
104707,191885,0
104708,50369,1
104709,96321,0
104710,191432,1
104711,165374,1
104712,165299,0
104713,185367,1
104714,42374,1
104715,164387,0
104716,165383,1
104717,185400,1
104718,185401,0
104719,191911,1
104720,165651,1
104721,165655,1
104722,184601,1
104723,119051,0
104724,165388,1
104725,55962,0
104726,191774,1
104727,119059,1
104728,165603,1
104729,191887,1
104730,283282,0
104731,183769,1
104732,191840,1
104733,185539,1
104734,191912,1
104735,184580,1
104736,191837,0
104737,191508,1
104738,164368,1
104739,165327,1
104740,153537,0
104741,191356,0
104742,262457,0
104743,124109,0
104744,185406,1
104745,184599,1
104746,191879,1
104747,183800,1
104748,165394,1
104749,191542,1
104750,191551,1
104751,165201,0
104752,191830,1
104753,198390,1
104754,191299,0
104755,165378,0
104756,191827,1
104757,185375,1
104758,184889,0
104759,191505,1
104760,165652,1
104761,183805,1
104762,88635,1
104763,184610,0
104764,191871,1
104765,168805,1
104766,184590,1
104767,165372,1
104768,191870,0
104769,184889,0
104770,187672,1
104771,191833,1
104772,191878,1
104773,183803,1
104774,165611,1
104775,191885,1
104776,187672,0
104777,165397,1
104778,88635,0
104779,185441,1
104780,299476,0
104781,298957,0
104782,191362,1
104783,191359,0
104784,293896,1
104785,191531,1
104786,187672,0
104787,165326,1
104788,187643,1
104789,191551,0
104790,191359,1
104791,163936,1
104792,165404,1
104793,185440,1
104794,165607,1
104795,239832,0
104796,185524,1
104797,51947,1
104798,184895,0
104799,191879,0
104800,165354,1
104801,185430,1
104802,184916,1
104803,191910,1
104804,191356,0
104805,140753,0
104806,69806,0
104807,185441,0
104808,191878,0
104809,165402,1
104810,119108,0
104811,165622,1
104812,184900,1
104813,185423,1
104814,191826,1
104815,165388,0
104816,183778,0
104817,184923,0
104818,185535,0
104819,185439,1
104820,62342,0
104821,185381,1
104822,184919,1
104823,141708,1
104824,184922,1
104825,184923,1
104826,165393,1
104827,277413,0
104828,184918,1
104829,46783,0
104830,165294,1
104831,67250,0
104832,191884,1
104833,184893,1
104834,174170,0
104835,191914,1
104836,165371,1
104837,184895,0
104838,170288,0
104839,183798,1
104840,165662,1
104841,165662,0
104842,184891,1
104843,184581,1
104844,165361,1
104845,277140,0
104846,165606,0
104847,165395,1
104848,165382,1
104849,165662,0
104850,141654,0
104851,174168,1
104852,61770,0
104853,96335,0
104854,124147,1
104855,184920,0
104856,165610,1
104857,272410,0
104858,260071,0
104859,121284,0
104860,164254,1
104861,165618,0
104862,174431,0
104863,187662,1
104864,165186,1
104865,94660,0
104866,67530,1
104867,191603,0
104868,191786,1
104869,163708,1
104870,239935,0
104871,164280,1
104872,185503,1
104873,185519,1
104874,184602,1
104875,185529,1
104876,184938,0
104877,67250,0
104878,153685,0
104879,228639,0
104880,290948,0
104881,191613,1
104882,290948,1
104883,187845,1
104884,174429,1
104885,165601,1
104886,191495,1
104887,187662,0
104888,191624,1
104889,185529,0
104890,184732,1
104891,191583,1
104892,50311,1
104893,191603,1
104894,186569,0
104895,185471,1
104896,191598,1
104897,290948,0
104898,191603,0
104899,185477,0
104900,186569,0
104901,94660,0
104902,185519,0
104903,185474,1
104904,191631,0
104905,191621,0
104906,186569,0
104907,185456,1
104908,191482,1
104909,186569,0
104910,97315,1
104911,191597,0
104912,191639,0
104913,191640,1
104914,191597,0
104915,191631,0
104916,185548,0
104917,191590,1
104918,191630,0
104919,191627,1
104920,191610,1
104921,174092,1
104922,191605,0
104923,176936,1
104924,191619,1
104925,191784,1
104926,176929,0
104927,191612,0
104928,165463,1
104929,191597,0
104930,191605,0
104931,191626,0
104932,228668,0
104933,191604,1
104934,164387,1
104935,163925,1
104936,191620,0
104937,165407,1
104938,8027,0
104939,191634,1
104940,191612,1
104941,164286,1
104942,183771,1
104943,174086,1
104944,191627,0
104945,142944,0
104946,185453,1
104947,184938,0
104948,185480,0
104949,240872,0
104950,165311,1
104951,96324,0
104952,191617,0
104953,170316,0
104954,170316,0
104955,191602,1
104956,27335,0
104957,191555,1
104958,191611,1
104959,191819,1
104960,164301,1
104961,187698,0
104962,165416,1
104963,184737,1
104964,165417,1
104965,51889,1
104966,165308,0
104967,174430,0
104968,170293,0
104969,187704,1
104970,226142,0
104971,185550,1
104972,191299,0
104973,165424,1
104974,185552,0
104975,170293,0
104976,185560,1
104977,170293,0
104978,183667,0
104979,177066,0
104980,184726,1
104981,165415,0
104982,184739,1
104983,165434,1
104984,240090,0
104985,185374,1
104986,165430,1
104987,185553,1
104988,185561,1
104989,165315,1
104990,198394,1
104991,185607,0
104992,170300,1
104993,163957,1
104994,165311,0
104995,73501,0
104996,185615,1
104997,191820,1
104998,184735,0
104999,184717,0
105000,71616,0
105001,87932,0
105002,240873,0
105003,185566,1
105004,185545,1
105005,184574,0
105006,165427,1
105007,119132,0
105008,86681,0
105009,164285,1
105010,185551,1
105011,164282,1
105012,165318,0
105013,165310,1
105014,185548,1
105015,185621,0
105016,191812,0
105017,164284,1
105018,24723,0
105019,184632,1
105020,185455,0
105021,185623,1
105022,185606,1
105023,185556,1
105024,119137,1
105025,165650,1
105026,185623,0
105027,185608,0
105028,185626,0
105029,185608,1
105030,119132,1
105031,183681,1
105032,185455,0
105033,141130,1
105034,61675,1
105035,191638,1
105036,185628,1
105037,164335,0
105038,165673,1
105039,183667,0
105040,119133,1
105041,183567,1
105042,119000,0
105043,191633,0
105044,183603,1
105045,191387,0
105046,260099,0
105047,289892,1
105048,165321,1
105049,191648,1
105050,191648,0
105051,165648,0
105052,185455,1
105053,183644,1
105054,183604,1
105055,176719,0
105056,121942,0
105057,183471,1
105058,183477,0
105059,183566,0
105060,183474,1
105061,183574,0
105062,191919,0
105063,165642,1
105064,183532,0
105065,185603,0
105066,164294,0
105067,183531,1
105068,183537,1
105069,140075,1
105070,183577,1
105071,191306,0
105072,176719,1
105073,183524,1
105074,168765,1
105075,183527,0
105076,165421,1
105077,183577,0
105078,183572,1
105079,119047,0
105080,165429,1
105081,168749,1
105082,90341,0
105083,191306,1
105084,165412,0
105085,24429,0
105086,140775,0
105087,170302,1
105088,862,1
105089,183699,1
105090,165313,1
105091,191596,1
105092,198392,1
105093,96333,1
105094,184013,1
105095,184990,1
105096,164302,1
105097,62361,0
105098,188247,0
105099,187815,0
105100,170326,1
105101,183573,0
105102,183480,1
105103,183478,1
105104,187748,1
105105,183606,1
105106,188247,1
105107,165630,0
105108,153579,0
105109,185485,1
105110,165642,1
105111,187792,1
105112,183681,0
105113,165303,1
105114,165676,1
105115,184567,1
105116,183535,1
105117,183521,0
105118,259256,0
105119,165668,1
105120,183544,1
105121,165426,0
105122,165416,0
105123,191592,1
105124,185564,0
105125,183505,1
105126,165667,1
105127,188240,1
105128,183467,0
105129,183542,1
105130,185549,1
105131,119012,0
105132,187745,0
105133,188271,1
105134,183502,0
105135,96391,0
105136,168907,1
105137,52142,1
105138,165199,1
105139,183489,1
105140,183656,1
105141,183502,0
105142,187745,1
105143,184706,0
105144,183472,1
105145,259023,1
105146,198376,1
105147,183469,1
105148,165420,1
105149,170177,1
105150,183521,1
105151,183663,1
105152,187744,1
105153,77071,0
105154,187612,0
105155,183553,1
105156,184930,0
105157,241224,0
105158,165462,0
105159,160908,1
105160,183506,1
105161,183517,0
105162,88191,1
105163,64600,0
105164,183451,0
105165,184716,1
105166,187700,0
105167,165633,0
105168,187740,1
105169,183520,1
105170,187700,0
105171,187612,0
105172,183478,0
105173,184992,1
105174,8011,0
105175,183517,1
105176,183545,1
105177,183516,0
105178,183648,1
105179,191643,1
105180,165199,0
105181,187796,1
105182,187796,0
105183,168809,1
105184,183555,0
105185,183551,1
105186,187793,1
105187,183476,0
105188,187807,1
105189,44565,0
105190,187789,1
105191,183680,1
105192,187852,1
105193,183546,1
105194,284479,1
105195,183686,1
105196,183555,0
105197,191310,1
105198,183456,0
105199,183555,0
105200,185446,0
105201,238590,0
105202,183483,0
105203,164250,1
105204,163914,1
105205,183677,1
105206,191383,0
105207,183487,1
105208,187620,1
105209,147104,0
105210,184933,1
105211,183691,0
105212,163914,0
105213,187705,1
105214,183483,0
105215,183513,1
105216,183481,1
105217,187848,1
105218,184021,1
105219,165672,1
105220,140090,1
105221,183492,0
105222,188236,1
105223,183512,1
105224,191645,0
105225,185446,0
105226,183560,1
105227,292523,0
105228,183560,0
105229,165632,1
105230,183516,0
105231,183514,1
105232,163922,1
105233,307859,0
105234,61531,0
105235,191391,1
105236,187627,1
105237,184936,1
105238,188236,0
105239,183451,0
105240,165671,1
105241,191494,1
105242,183514,1
105243,183679,1
105244,183654,1
105245,41356,1
105246,226375,1
105247,183483,1
105248,183776,1
105249,187623,1
105250,165414,1
105251,191391,0
105252,51900,1
105253,183555,1
105254,183511,1
105255,183530,0
105256,183497,1
105257,183453,1
105258,183554,1
105259,183666,1
105260,183691,1
105261,140772,0
105262,183550,1
105263,274015,0
105264,187811,1
105265,191304,0
105266,191494,0
105267,191494,0
105268,63950,1
105269,184708,1
105270,183673,1
105271,184727,1
105272,187750,1
105273,183557,1
105274,170132,1
105275,64105,0
105276,170299,1
105277,170137,0
105278,187689,0
105279,183455,1
105280,290451,0
105281,140347,1
105282,165629,1
105283,185557,1
105284,165676,0
105285,183555,0
105286,185557,0
105287,307747,0
105288,303870,0
105289,41044,1
105290,168907,0
105291,170130,1
105292,183464,1
105293,184631,0
105294,183491,0
105295,42377,1
105296,170312,1
105297,183494,0
105298,184072,1
105299,168748,0
105300,170285,0
105301,183499,1
105302,184071,1
105303,143126,0
105304,170282,1
105305,168750,0
105306,168812,1
105307,185605,1
105308,312312,0
105309,187805,0
105310,163825,1
105311,290451,1
105312,191394,1
105313,165664,1
105314,63949,0
105315,168817,1
105316,184714,1
105317,183602,1
105318,183649,1
105319,198322,1
105320,183602,1
105321,184730,1
105322,187794,1
105323,184708,0
105324,184709,1
105325,225514,0
105326,187785,1
105327,187812,1
105328,165631,1
105329,191489,1
105330,165195,1
105331,165413,0
105332,164293,1
105333,187806,1
105334,185493,0
105335,260117,0
105336,185463,1
105337,141167,0
105338,165674,1
105339,165194,1
105340,183652,1
105341,184621,1
105342,165460,1
105343,168769,0
105344,174368,1
105345,168769,1
105346,183655,1
105347,165644,1
105348,164332,1
105349,164300,1
105350,289917,0
105351,185574,0
105352,160841,0
105353,168747,0
105354,187697,0
105355,141176,0
105356,183504,1
105357,6191,0
105358,141176,0
105359,165432,1
105360,176682,0
105361,51055,1
105362,188234,1
105363,184662,0
105364,191446,1
105365,6553,0
105366,225517,0
105367,183684,0
105368,41659,0
105369,168942,1
105370,187854,0
105371,185580,0
105372,184654,1
105373,61601,0
105374,170140,0
105375,187839,0
105376,183433,1
105377,188283,0
105378,292472,0
105379,188283,0
105380,185584,0
105381,191664,0
105382,143299,0
105383,187856,1
105384,184671,0
105385,187782,1
105386,191448,1
105387,187838,1
105388,185598,1
105389,168772,1
105390,121944,0
105391,191783,1
105392,168786,1
105393,121412,0
105394,185573,1
105395,168776,1
105396,191920,0
105397,164291,0
105398,185574,0
105399,185577,0
105400,184637,1
105401,164327,1
105402,185595,0
105403,51066,1
105404,185595,0
105405,185574,1
105406,187819,1
105407,184967,1
105408,185546,1
105409,184644,0
105410,187762,1
105411,191666,0
105412,183457,1
105413,187757,0
105414,184679,1
105415,191664,1
105416,287720,1
105417,191662,1
105418,191920,1
105419,184816,1
105420,165465,1
105421,164386,1
105422,191657,1
105423,184661,0
105424,191666,1
105425,185476,1
105426,184929,1
105427,143309,0
105428,184661,0
105429,188284,1
105430,165481,1
105431,188231,0
105432,184677,1
105433,258989,0
105434,168922,1
105435,170133,1
105436,184765,1
105437,164326,1
105438,168742,1
105439,191448,0
105440,165473,1
105441,191659,1
105442,183586,0
105443,24513,0
105444,191658,1
105445,185657,1
105446,184013,0
105447,165488,1
105448,41646,1
105449,165305,0
105450,165464,1
105451,184963,0
105452,164329,1
105453,184639,1
105454,28156,0
105455,168811,1
105456,184804,1
105457,168818,0
105458,184635,1
105459,140090,0
105460,185650,1
105461,184819,0
105462,184803,1
105463,259453,1
105464,61601,0
105465,191491,0
105466,164379,1
105467,185660,0
105468,184964,1
105469,183584,1
105470,188232,1
105471,164338,1
105472,187867,1
105473,143423,0
105474,143365,0
105475,188304,1
105476,62406,0
105477,46214,0
105478,56016,1
105479,153708,1
105480,183584,0
105481,62416,0
105482,168935,1
105483,164314,1
105484,168766,0
105485,188282,1
105486,168788,1
105487,184758,0
105488,94552,0
105489,64047,0
105490,184772,0
105491,184682,1
105492,184951,0
105493,143377,1
105494,165451,1
105495,143172,0
105496,164324,1
105497,23461,0
105498,164382,1
105499,187821,1
105500,168787,1
105501,187754,0
105502,183590,0
105503,185632,0
105504,299148,0
105505,184747,1
105506,163945,1
105507,184636,1
105508,67512,0
105509,187866,0
105510,187881,1
105511,187879,1
105512,164252,1
105513,183561,0
105514,184808,1
105515,42656,0
105516,187824,1
105517,165482,1
105518,140913,0
105519,184808,0
105520,184772,1
105521,191569,1
105522,191566,1
105523,141326,0
105524,165440,1
105525,107952,0
105526,184617,1
105527,184641,1
105528,191561,1
105529,184796,1
105530,183588,1
105531,184927,0
105532,191567,1
105533,191563,1
105534,141454,0
105535,141294,0
105536,185652,0
105537,185652,0
105538,855,0
105539,141434,0
105540,184665,0
105541,183647,1
105542,184974,0
105543,140973,0
105544,141460,0
105545,141455,0
105546,184746,0
105547,61709,1
105548,143417,0
105549,165483,0
105550,191304,1
105551,141717,0
105552,163923,0
105553,184808,0
105554,185641,1
105555,187768,1
105556,187763,0
105557,183449,0
105558,141301,0
105559,187834,1
105560,188257,1
105561,165487,0
105562,165472,1
105563,184946,1
105564,184823,0
105565,185632,1
105566,184800,1
105567,143355,0
105568,259463,0
105569,185482,1
105570,290897,0
105571,184805,1
105572,184974,1
105573,184940,1
105574,61604,0
105575,191918,1
105576,95306,0
105577,183454,1
105578,143355,0
105579,184824,1
105580,185571,0
105581,28966,0
105582,184812,0
105583,183561,1
105584,184808,0
105585,165489,1
105586,184746,0
105587,184767,0
105588,141413,1
105589,184699,1
105590,184808,0
105591,184802,0
105592,165483,1
105593,61726,0
105594,184927,1
105595,141441,0
105596,42654,1
105597,184947,0
105598,164248,1
105599,184748,1
105600,188288,1
105601,183598,1
105602,185444,1
105603,184799,0
105604,191490,0
105605,141278,0
105606,185631,1
105607,184799,0
105608,165410,1
105609,71426,0
105610,240940,0
105611,165441,0
105612,142961,0
105613,184767,1
105614,28073,0
105615,141308,0
105616,165627,1
105617,143285,0
105618,184813,0
105619,188203,0
105620,143425,0
105621,141860,0
105622,184813,1
105623,188203,1
105624,184802,0
105625,184752,1
105626,184645,0
105627,183561,0
105628,164292,1
105629,141424,1
105630,143418,0
105631,165443,1
105632,184771,1
105633,304511,0
105634,188251,1
105635,184968,1
105636,141522,0
105637,188208,0
105638,141422,0
105639,164303,0
105640,187724,1
105641,187735,0
105642,165468,1
105643,188255,0
105644,165489,0
105645,184669,0
105646,160884,1
105647,184798,1
105648,165411,1
105649,164283,0
105650,165479,1
105651,165486,1
105652,165476,1
105653,183613,1
105654,41491,0
105655,184983,1
105656,141499,0
105657,188206,0
105658,184745,0
105659,141015,0
105660,62350,1
105661,184615,0
105662,191822,1
105663,129877,1
105664,160713,1
105665,191574,0
105666,191574,0
105667,164370,1
105668,184667,1
105669,249464,0
105670,185466,1
105671,164296,0
105672,184745,1
105673,272367,0
105674,191574,1
105675,191574,0
105676,163913,1
105677,164375,1
105678,46422,0
105679,165489,0
105680,41491,0
105681,187829,0
105682,95315,0
105683,255198,0
105684,84026,0
105685,187686,1
105686,164321,0
105687,164388,1
105688,188261,0
105689,191573,1
105690,188261,1
105691,164298,1
105692,188275,1
105693,293948,0
105694,185636,0
105695,141491,0
105696,164255,1
105697,141003,0
105698,185653,0
105699,164330,0
105700,185373,1
105701,185489,1
105702,185475,0
105703,185489,0
105704,24597,0
105705,188291,1
105706,188275,0
105707,185475,1
105708,188276,1
105709,188275,0
105710,185586,0
105711,187765,1
105712,297610,0
105713,191574,0
105714,184950,1
105715,185643,1
105716,185575,1
105717,168927,1
105718,141836,0
105719,147439,0
105720,185644,1
105721,191560,0
105722,183643,0
105723,164393,1
105724,147343,1
105725,183674,1
105726,141873,0
105727,185636,0
105728,191576,1
105729,140986,1
105730,46421,0
105731,46317,0
105732,184685,0
105733,185587,1
105734,185583,1
105735,185597,1
105736,183782,0
105737,168946,1
105738,185544,0
105739,164290,1
105740,191572,1
105741,164317,1
105742,141828,1
105743,94655,0
105744,191575,1
105745,185587,0
105746,185601,1
105747,6494,0
105748,184948,1
105749,184842,1
105750,184692,1
105751,164385,1
105752,184664,1
105753,165452,0
105754,168820,1
105755,185597,0
105756,258996,0
105757,184972,1
105758,165447,0
105759,184653,1
105760,184828,1
105761,185591,0
105762,147447,0
105763,46242,0
105764,164292,0
105765,184939,1
105766,184657,1
105767,271176,0
105768,184786,1
105769,185635,1
105770,46298,0
105771,165485,1
105772,185635,0
105773,143406,0
105774,94564,0
105775,183814,1
105776,141401,0
105777,141822,0
105778,61026,0
105779,184783,1
105780,61723,0
105781,184791,1
105782,143246,0
105783,183700,0
105784,164303,0
105785,165670,1
105786,62402,1
105787,184689,1
105788,147303,0
105789,143242,0
105790,164303,1
105791,188208,1
105792,183671,1
105793,184949,1
105794,165445,1
105795,143390,0
105796,165452,0
105797,168930,1
105798,141056,1
105799,259462,0
105800,143406,0
105801,185572,0
105802,141867,0
105803,147423,0
105804,185484,1
105805,165453,1
105806,165445,0
105807,164299,1
105808,187729,0
105809,187715,0
105810,143222,0
105811,143397,0
105812,165189,1
105813,241232,0
105814,165829,0
105815,165198,1
105816,184791,0
105817,165602,0
105818,188286,1
105819,184980,0
105820,61723,0
105821,185484,0
105822,185585,1
105823,119030,0
105824,289912,1
105825,198364,1
105826,165435,1
105827,311673,0
105828,185633,0
105829,164320,1
105830,184958,0
105831,164378,1
105832,184957,1
105833,165442,0
105834,185665,1
105835,164299,1
105836,184959,0
105837,291013,0
105838,174428,1
105839,165442,1
105840,292547,0
105841,61070,1
105842,184826,0
105843,168763,0
105844,28997,1
105845,46276,1
105846,184688,1
105847,184777,0
105848,165437,1
105849,165454,1
105850,184700,0
105851,183643,1
105852,289922,0
105853,188296,1
105854,164249,1
105855,184975,1
105856,184846,1
105857,184688,0
105858,191484,0
105859,163927,1
105860,164374,1
105861,183450,1
105862,284044,0
105863,143190,0
105864,168905,1
105865,147169,0
105866,164287,1
105867,187830,0
105868,187721,0
105869,174439,0
105870,184787,1
105871,164376,1
105872,292552,0
105873,164372,1
105874,187830,0
105875,184777,0
105876,183646,0
105877,184838,0
105878,63954,0
105879,187766,0
105880,184676,1
105881,69726,0
105882,184960,0
105883,41648,1
105884,274438,0
105885,184841,0
105886,260137,0
105887,163939,1
105888,184830,1
105889,87855,0
105890,184841,0
105891,165316,1
105892,185585,0
105893,170160,1
105894,184942,1
105895,164288,1
105896,165438,1
105897,165467,1
105898,46323,0
105899,184676,0
105900,164384,1
105901,164392,1
105902,165436,1
105903,51861,0
105904,119115,0
105905,164373,1
105906,184678,1
105907,158864,0
105908,28270,0
105909,187826,0
105910,164369,1
105911,165689,0
105912,184840,1
105913,184834,0
105914,184740,1
105915,165439,1
105916,187875,1
105917,41677,1
105918,187858,1
105919,187886,1
105920,164391,1
105921,183665,1
105922,46323,0
105923,184611,1
105924,70934,1
105925,184997,1
105926,184655,0
105927,164315,1
105928,61042,1
105929,165816,1
105930,185685,1
105931,185016,0
105932,144451,0
105933,165796,0
105934,144334,0
105935,275061,0
105936,168739,1
105937,185028,0
105938,266725,0
105939,165819,1
105940,266768,0
105941,62612,0
105942,185028,0
105943,163986,1
105944,184027,1
105945,41662,0
105946,62419,0
105947,165697,1
105948,165726,1
105949,165825,0
105950,164117,1
105951,168979,1
105952,283001,1
105953,185223,1
105954,164124,1
105955,185931,0
105956,41662,0
105957,185837,1
105958,164123,1
105959,164126,0
105960,164404,1
105961,165800,1
105962,188575,1
105963,165693,1
105964,186006,0
105965,186005,1
105966,174397,1
105967,185955,0
105968,165796,1
105969,185710,0
105970,188548,1
105971,46514,0
105972,185028,0
105973,165695,1
105974,129863,0
105975,144451,0
105976,144368,0
105977,183716,1
105978,164167,1
105979,185756,1
105980,165934,1
105981,158925,0
105982,186010,1
105983,144349,0
105984,188059,1
105985,29332,0
105986,188396,1
105987,163972,1
105988,165493,1
105989,174423,1
105990,186056,0
105991,185996,1
105992,186009,1
105993,185921,0
105994,185917,0
105995,188049,0
105996,144341,0
105997,183782,0
105998,174405,1
105999,188322,0
106000,188332,1
106001,174091,0
106002,95610,0
106003,188070,0
106004,186058,0
106005,186036,0
106006,144132,1
106007,144177,0
106008,165562,1
106009,185938,0
106010,163926,1
106011,188067,0
106012,42418,1
106013,108743,0
106014,164111,1
106015,185687,1
106016,185867,1
106017,164136,1
106018,186024,0
106019,185717,0
106020,185834,1
106021,185868,1
106022,88277,0
106023,46499,1
106024,80815,0
106025,143468,0
106026,165711,1
106027,144175,0
106028,165563,1
106029,185838,1
106030,185027,0
106031,185687,0
106032,90469,0
106033,185847,1
106034,259371,0
106035,164023,1
106036,186055,1
106037,186053,0
106038,165811,1
106039,164399,1
106040,185017,0
106041,164175,1
106042,143866,0
106043,185917,0
106044,185687,0
106045,165799,0
106046,184790,1
106047,164186,1
106048,185988,1
106049,64428,0
106050,165694,1
106051,144189,0
106052,186048,1
106053,165925,1
106054,164414,0
106055,185017,0
106056,29314,0
106057,185859,1
106058,71442,0
106059,298893,0
106060,185017,0
106061,50343,1
106062,185022,1
106063,185022,0
106064,260313,0
106065,185716,1
106066,188070,0
106067,165696,0
106068,165920,1
106069,187969,0
106070,184028,1
106071,64783,0
106072,186013,0
106073,164120,0
106074,174441,1
106075,174394,1
106076,185858,1
106077,188334,1
106078,185910,0
106079,185953,1
106080,188339,1
106081,164414,1
106082,188331,0
106083,78485,0
106084,188330,0
106085,185023,0
106086,188076,1
106087,46456,0
106088,164131,1
106089,186049,1
106090,165696,1
106091,185934,1
106092,164120,0
106093,185842,0
106094,188330,1
106095,64208,1
106096,168882,1
106097,94619,0
106098,165702,0
106099,163711,1
106100,185994,0
106101,165809,0
106102,188572,1
106103,188330,0
106104,198400,0
106105,160885,1
106106,185855,1
106107,164446,0
106108,185940,0
106109,186041,1
106110,185714,1
106111,141935,0
106112,64895,0
106113,185932,1
106114,64872,1
106115,164188,1
106116,62466,0
106117,165822,0
106118,164119,1
106119,165910,1
106120,185994,1
106121,147638,1
106122,143520,1
106123,185754,1
106124,185764,0
106125,185708,0
106126,165920,1
106127,121716,0
106128,165823,0
106129,46539,0
106130,185764,0
106131,185766,0
106132,186008,0
106133,87885,0
106134,165908,1
106135,186034,0
106136,165714,1
106137,188065,0
106138,52295,1
106139,185759,1
106140,165798,0
106141,185925,0
106142,271203,1
106143,164115,1
106144,144321,0
106145,185943,0
106146,165798,1
106147,185994,0
106148,164178,0
106149,46539,0
106150,185998,0
106151,141995,0
106152,185850,1
106153,185831,0
106154,185998,0
106155,185851,0
106156,78475,0
106157,186020,0
106158,185923,1
106159,186011,1
106160,186039,1
106161,165795,1
106162,168978,1
106163,183624,1
106164,188521,0
106165,185871,1
